comment_id,text,text_clean,text_filtered,tokens
652,"I can't believe Apple didn't have app drawer or hiding apps feature omg :D what a joke, also I thought widgets were already on iPhone, it's very old thing on Androids and almost perfected now.",i can t believe apple didn t have app drawer or hiding apps feature omg d what a joke also i thought widgets were already on iphone it s very old thing on androids and almost perfected now,believe apple app drawer hiding apps feature omg joke also thought widgets already iphone old thing androids almost perfected,"['believe', 'apple', 'app', 'drawer', 'hiding', 'apps', 'feature', 'omg', 'joke', 'also', 'thought', 'widgets', 'already', 'iphone', 'old', 'thing', 'androids', 'almost', 'perfected']"
653, @Aldraz  They did have widgets in the past but they could only be place in the left most home page,they did have widgets in the past but they could only be place in the left most home page,widgets past could place left home page,"['widgets', 'past', 'could', 'place', 'left', 'home', 'page']"
654, @Aldraz  they have had widgets for years now but not on the homescreen,they have had widgets for years now but not on the homescreen,widgets years homescreen,"['widgets', 'years', 'homescreen']"
655," Mario  We all talk shit about huawei, but Google is just as bad.",mario we all talk shit about huawei but google is just as bad,mario talk shit huawei google bad,"['mario', 'talk', 'shit', 'huawei', 'google', 'bad']"
656, @amallica  Every company is like that just depends on whether you care about your data being Known by those companies,every company is like that just depends on whether you care about your data being known by those companies,every company like depends whether care data known companies,"['every', 'company', 'like', 'depends', 'whether', 'care', 'data', 'known', 'companies']"
657," Mario  Still, I find google assistant much superior in day-to-day use, so they can have my personal data.",mario still i find google assistant much superior in day to day use so they can have my personal data,mario still find google assistant much superior day day use personal data,"['mario', 'still', 'find', 'google', 'assistant', 'much', 'superior', 'day', 'day', 'use', 'personal', 'data']"
658,Mario google itself lives off that.,mario google itself lives off that,mario google lives,"['mario', 'google', 'lives']"
659,Jet the pet,jet the pet,jet pet,"['jet', 'pet']"
660, @arujbansal  lmao hi,lmao hi,lmao hi,"['lmao', 'hi']"
661, Mario  siri still mines all your data its just not as obvious,mario siri still mines all your data its just not as obvious,mario siri still mines data obvious,"['mario', 'siri', 'still', 'mines', 'data', 'obvious']"
662,Dylan O Dwyer bro chill with all this info,dylan o dwyer bro chill with all this info,dylan dwyer bro chill info,"['dylan', 'dwyer', 'bro', 'chill', 'info']"
663, Mario  well siri listens to you all the time and the conversation is sent to contractors the contractors admitted it to forbes and sent proof to them of the conversation they heard,mario well siri listens to you all the time and the conversation is sent to contractors the contractors admitted it to forbes and sent proof to them of the conversation they heard,mario well siri listens time conversation sent contractors contractors admitted forbes sent proof conversation heard,"['mario', 'well', 'siri', 'listens', 'time', 'conversation', 'sent', 'contractors', 'contractors', 'admitted', 'forbes', 'sent', 'proof', 'conversation', 'heard']"
664, Mario  Atleast Google shows you all the Data they collect and Allow you to delete but with Apple You are not really sure whether they don't collect your Data.(They do but just won't tell you).,mario atleast google shows you all the data they collect and allow you to delete but with apple you are not really sure whether they don t collect your data they do but just won t tell you,mario atleast google shows data collect allow delete apple really sure whether collect data tell,"['mario', 'atleast', 'google', 'shows', 'data', 'collect', 'allow', 'delete', 'apple', 'really', 'sure', 'whether', 'collect', 'data', 'tell']"
665,Mario who says apple don’t store all that shit about you too? What if Apple are just making it much harder to find and disable. I’ve not done any research into it but I really wouldn’t be surprised,mario who says apple dont store all that shit about you too what if apple are just making it much harder to find and disable ive not done any research into it but i really wouldnt be surprised,mario says apple dont store shit apple making much harder find disable ive done research really wouldnt surprised,"['mario', 'says', 'apple', 'dont', 'store', 'shit', 'apple', 'making', 'much', 'harder', 'find', 'disable', 'ive', 'done', 'research', 'really', 'wouldnt', 'surprised']"
666, Mario  i didnt even read that cos i know that its a load of bs about how apple is better than android when there litaraly making ios into android with ios 14,mario i didnt even read that cos i know that its a load of bs about how apple is better than android when there litaraly making ios into android with ios,mario didnt even read cos know load bs apple better android litaraly making ios android ios,"['mario', 'didnt', 'even', 'read', 'cos', 'know', 'load', 'bs', 'apple', 'better', 'android', 'litaraly', 'making', 'ios', 'android', 'ios']"
667,Dylan O Dwyer Wow that’s very ignorant of you it’s not even about what you just said,dylan o dwyer wow thats very ignorant of you its not even about what you just said,dylan dwyer wow thats ignorant even said,"['dylan', 'dwyer', 'wow', 'thats', 'ignorant', 'even', 'said']"
668,Dylan O Dwyer We’re sorry that knowledge makes your head hurt. You can go back to watching baby shark videos now on your Android phone now.,dylan o dwyer were sorry that knowledge makes your head hurt you can go back to watching baby shark videos now on your android phone now,dylan dwyer sorry knowledge makes head hurt go back watching baby shark videos android phone,"['dylan', 'dwyer', 'sorry', 'knowledge', 'makes', 'head', 'hurt', 'go', 'back', 'watching', 'baby', 'shark', 'videos', 'android', 'phone']"
669,RedOrange12098 when does it come out or has it already and what apple things is it coming on,redorange when does it come out or has it already and what apple things is it coming on,redorange come already apple things coming,"['redorange', 'come', 'already', 'apple', 'things', 'coming']"
670,DJ Pig September,dj pig september,dj pig september,"['dj', 'pig', 'september']"
671,DJ Pig technically it didn’t come out yet but I have the update on apple from a tiktok,dj pig technically it didnt come out yet but i have the update on apple from a tiktok,dj pig technically didnt come yet update apple tiktok,"['dj', 'pig', 'technically', 'didnt', 'come', 'yet', 'update', 'apple', 'tiktok']"
672,The OIS 14 is coming in september on my iPhone 6s,the ois is coming in september on my iphone s,ois coming september iphone,"['ois', 'coming', 'september', 'iphone']"
673,When will people leave this joke alone,when will people leave this joke alone,people leave joke alone,"['people', 'leave', 'joke', 'alone']"
674,How do you download,how do you download,download,['download']
675,It's Alex 509 you have to be a developer at the moment..,it s alex you have to be a developer at the moment,alex developer moment,"['alex', 'developer', 'moment']"
676,not funny at all,not funny at all,funny,['funny']
677,Wait really,wait really,wait really,"['wait', 'really']"
678,Lol I was let down when he only said 1 day.,lol i was let down when he only said day,lol let said day,"['lol', 'let', 'said', 'day']"
679,why is no ones reply actually responding to the comment🤣stfu weirdos,why is no ones reply actually responding to the commentstfu weirdos,ones reply actually responding commentstfu weirdos,"['ones', 'reply', 'actually', 'responding', 'commentstfu', 'weirdos']"
680,"Becoz widgets aint  too important to real ios user not like andorid gimick user...btw, this ios14 gonna attract more andorid user to move from andorid to ios, so this a win for apple, but apple user i am not updating",becoz widgets aint too important to real ios user not like andorid gimick user btw this ios gonna attract more andorid user to move from andorid to ios so this a win for apple but apple user i am not updating,becoz widgets aint important real ios user like andorid gimick user btw ios gon attract andorid user move andorid ios win apple apple user updating,"['becoz', 'widgets', 'aint', 'important', 'real', 'ios', 'user', 'like', 'andorid', 'gimick', 'user', 'btw', 'ios', 'gon', 'attract', 'andorid', 'user', 'move', 'andorid', 'ios', 'win', 'apple', 'apple', 'user', 'updating']"
